,0,1,2,3,4,5,6
1754,Manual MBES Boulder,298975.165,5992595.755,15.84,1.081,1.01,0.17
1755,Manual MBES Boulder,299782.536,5994872.764,18.76,0.979,0.771,0.128
1756,Manual MBES Boulder,300537.367,5992866.31,19.26,0.985,0.748,0.096
1757,Manual MBES Boulder,300069.576,5992609.68,18.8,1.025,0.672,0.138
1758,Manual MBES Boulder,299914.382,5993742.662,19.06,1.074,0.959,0.288
1759,Manual MBES Boulder,300037.904,5992796.15,18.46,1.273,0.754,0.127
1760,Manual MBES Boulder,300037.648,5992799.535,18.61,2.144,0.903,0.146
1761,Manual MBES Boulder,300140.958,5992772.904,18.56,1.404,0.92,0.134
1762,Manual MBES Boulder,299817.668,5994212.219,18.86,1.33,0.748,0.177
1763,Manual MBES Boulder,299274.528,5992668.467,17.27,1.195,1.188,0.127
1764,Manual MBES Boulder,300150.824,5991902.346,17.1,1.075,0.85,0.29
1765,Manual MBES Boulder,302271.46,5993099.993,22.29,1.293,0.899,0.133
1766,Manual MBES Boulder,299772.266,5994889.798,18.78,1.033,0.9,0.176
1767,Manual MBES Boulder,300034.075,5992762.196,18.57,1.247,0.681,0.112
1768,Manual MBES Boulder,300210.001,5992819.609,18.78,1.049,0.718,0.201
1769,Manual MBES Boulder,299698.259,5995229.83,19.4,0.724,0.644,0.109
1770,Manual MBES Boulder,299831.806,5994398.793,18.51,1.192,0.654,0.106
1771,Manual MBES Boulder,300265.563,5990911.149,18.29,1.098,1.09,0.162
1772,Manual MBES Boulder,299321.282,5992665.517,17.52,1.503,0.767,0.222
1773,Manual MBES Boulder,299967.548,5993449.501,18.35,1.093,0.75,0.108
1774,Manual MBES Boulder,300087.348,5992498.277,18.33,1.109,0.676,0.106
1775,Manual MBES Boulder,298850.696,5992616.312,15.89,0.719,0.787,0.087
1776,Manual MBES Boulder,301626.37,5993022.362,22.55,0.985,0.819,0.132
1777,Manual MBES Boulder,298875.788,5992614.876,15.94,1.138,0.956,0.164
1778,Manual MBES Boulder,302489.173,5993146.482,23.15,1.051,0.812,0.151
1779,Manual MBES Boulder,300158.075,5992045.333,18.14,1.131,0.881,0.25
1780,Manual MBES Boulder,300189.792,5991642.631,18.14,1.588,0.965,0.187
1781,Manual MBES Boulder,301914.952,5993065.903,21.14,1.377,1.093,0.172
1782,Manual MBES Boulder,302598.117,5993138.699,23.52,0.964,0.884,0.142
1783,Manual MBES Boulder,303339.786,5993177.012,24.82,1.111,1.154,0.242
1784,Manual MBES Boulder,300140.049,5992120.946,18.1,1.31,0.683,0.165
1785,Manual MBES Boulder,299979.726,5993128.618,18.83,2.414,0.528,0.128
1786,Manual MBES Boulder,300021.948,5992776.139,18.81,1.194,0.895,0.134
1787,Manual MBES Boulder,299827.363,5994364.786,18.52,1.226,0.824,0.183
1788,Manual MBES Boulder,298669.101,5992584.773,15.24,1.036,0.722,0.123
1789,Manual MBES Boulder,300055.33,5992821.569,18.02,1.263,0.563,0.122
1790,Manual MBES Boulder,302097.613,5993060.636,21.02,1.902,1.201,0.665
1791,Manual MBES Boulder,299859.228,5994097.943,18.68,1.125,0.709,0.161
1792,Manual MBES Boulder,299911.366,5993674.74,19.35,1.094,0.895,0.198
1793,Manual MBES Boulder,300294.219,5990711.671,18.08,1.223,0.931,0.174
1794,Manual MBES Boulder,301737.305,5993017.92,22.04,1.324,1.344,0.234
1795,Manual MBES Boulder,299964.592,5993372.094,18.25,1.446,0.745,0.136
1796,Manual MBES Boulder,300166.342,5991956.414,17.65,1.451,0.886,0.115
1797,Manual MBES Boulder,299680.243,5995440.502,19.65,1.283,1.12,0.186
1798,Manual MBES Boulder,299871.906,5994216.28,18.78,1.274,1.189,0.171
1799,Manual MBES Boulder,299733.71,5995032.876,19.07,1.306,0.812,0.214
1800,Manual MBES Boulder,301738.451,5993028.371,21.95,1.506,1.051,0.206
1801,Manual MBES Boulder,299729.126,5992707.946,17.84,1.004,0.843,0.117
1802,Manual MBES Boulder,303325.565,5993173.024,25.12,1.067,0.983,0.253
1803,Manual MBES Boulder,299214.703,5992688.26,17.0,1.176,1.04,0.117
1804,Manual MBES Boulder,300004.899,5993066.015,18.95,1.627,1.009,0.187
1805,Manual MBES Boulder,299835.405,5994338.068,18.64,0.949,0.848,0.129
1806,Manual MBES Boulder,299165.096,5992644.28,16.87,1.016,0.751,0.154
1807,Manual MBES Boulder,298542.407,5992587.898,14.72,1.369,0.898,0.3
1808,Manual MBES Boulder,299688.749,5995528.523,19.84,1.296,1.173,0.183
1809,Manual MBES Boulder,300067.075,5992570.185,18.69,1.149,1.015,0.17
1810,Manual MBES Boulder,299984.329,5993363.546,18.28,0.857,0.738,0.147
1811,Manual MBES Boulder,298915.27,5992619.215,15.85,1.047,1.19,0.145
1812,Manual MBES Boulder,299284.368,5992659.559,17.32,1.198,1.269,0.191
1813,Manual MBES Boulder,299677.312,5992751.192,17.53,1.324,1.134,0.242
1814,Manual MBES Boulder,299337.622,5992678.334,17.36,1.035,0.988,0.146
1815,Manual MBES Boulder,300325.864,5990696.24,18.13,1.332,1.0,0.204
1816,Manual MBES Boulder,299866.645,5994045.546,18.76,1.287,0.793,0.137
1817,Manual MBES Boulder,300127.07,5992012.004,18.31,1.064,0.913,0.184
1818,Manual MBES Boulder,301208.349,5992974.884,21.89,1.349,0.956,0.527
1819,Manual MBES Boulder,298696.641,5992573.132,15.38,1.365,0.826,0.168
1820,Manual MBES Boulder,299743.869,5994913.19,18.97,1.289,1.08,0.309
1821,Manual MBES Boulder,300329.227,5990805.107,17.88,1.375,0.723,0.175
1822,Manual MBES Boulder,299901.882,5993901.997,19.06,1.112,0.97,0.185
1823,Manual MBES Boulder,299624.571,5995773.957,20.06,1.072,1.052,0.322
1824,Manual MBES Boulder,299956.578,5993494.404,18.54,1.574,1.007,0.235
1825,Manual MBES Boulder,300302.763,5990922.536,17.97,1.256,1.281,0.253
1826,Manual MBES Boulder,300009.739,5993152.126,18.9,1.378,0.894,0.248
1827,Manual MBES Boulder,300165.312,5992816.322,18.37,1.446,1.187,0.362
1828,Manual MBES Boulder,303186.208,5993174.596,25.04,1.386,1.301,0.372
1829,Manual MBES Boulder,299682.498,5995437.884,19.72,0.661,0.517,0.149
1830,Manual MBES Boulder,300305.497,5990920.049,17.98,0.74,0.557,0.143
1831,Manual MBES Boulder,299835.328,5994445.013,18.46,1.414,0.624,0.094
1832,Manual MBES Boulder,302357.218,5993144.367,22.32,1.005,0.856,0.147
1833,Manual MBES Boulder,298976.395,5992638.968,16.08,1.169,0.602,0.154
1834,Manual MBES Boulder,299656.425,5995438.965,19.73,1.325,0.662,0.099
1835,Manual MBES Boulder,300417.238,5992804.338,19.41,1.167,0.546,0.076
1836,Manual MBES Boulder,300153.029,5991996.136,18.1,1.007,0.965,0.152
1837,Manual MBES Boulder,300034.313,5992757.891,18.62,1.376,0.489,0.092
1838,Manual MBES Boulder,299043.553,5992652.966,16.34,0.824,0.522,0.139
1839,Manual MBES Boulder,302048.674,5993099.914,20.96,1.151,0.699,0.153
1840,Manual MBES Boulder,301222.101,5992954.703,21.7,1.16,1.068,0.166
1841,Manual MBES Boulder,300463.669,5992840.579,19.31,1.546,0.972,0.162
1842,Manual MBES Boulder,303092.59,5993150.778,25.7,1.154,1.06,0.136
1843,Manual MBES Boulder,299868.327,5993956.846,18.97,0.937,0.49,0.117
1844,Manual MBES Boulder,300283.146,5992816.985,18.99,1.133,0.562,0.164
1845,Manual MBES Boulder,299945.545,5993566.448,19.07,2.634,0.589,0.089
1846,Manual MBES Boulder,300489.118,5989378.55,17.87,1.111,0.845,0.294
1847,Manual MBES Boulder,299754.144,5994740.769,18.44,1.027,0.677,0.15
1848,Manual MBES Boulder,301096.597,5992914.707,22.02,1.142,0.529,0.109
1849,Manual MBES Boulder,300302.064,5990917.173,18.14,1.35,0.794,0.158
1850,Manual MBES Boulder,303419.762,5993203.562,25.68,1.709,0.649,0.136
1851,Manual MBES Boulder,299926.938,5993513.252,18.63,0.976,0.562,0.123
1852,Manual MBES Boulder,300305.913,5990906.584,18.14,1.111,0.613,0.116
1853,Manual MBES Boulder,299353.781,5992659.05,17.55,1.406,0.654,0.134
1854,Manual MBES Boulder,300252.822,5991085.773,17.64,1.241,0.629,0.134
1855,Manual MBES Boulder,299182.953,5992642.991,17.02,1.613,0.954,0.195
1856,Manual MBES Boulder,299766.445,5994613.11,18.29,1.416,0.816,0.127
1857,Manual MBES Boulder,300279.223,5991213.038,18.54,1.318,0.652,0.103
1858,Manual MBES Boulder,299188.194,5992649.41,16.96,1.781,0.644,0.146
1859,Manual MBES Boulder,300194.598,5991456.478,18.44,1.211,0.85,0.121
1860,Manual MBES Boulder,299649.709,5995622.02,19.87,1.111,0.834,0.253
1861,Manual MBES Boulder,299726.99,5994913.345,18.94,1.309,0.809,0.076
1862,Manual MBES Boulder,300396.07,5990003.141,17.82,1.198,0.862,0.113
1863,Manual MBES Boulder,302562.278,5993136.05,23.6,1.027,0.744,0.099
1864,Manual MBES Boulder,299821.345,5994445.318,18.45,0.959,0.749,0.138
1865,Manual MBES Boulder,299799.979,5992769.78,18.23,1.136,0.788,0.141
1866,Manual MBES Boulder,299523.68,5992723.281,17.78,1.125,0.903,0.2
1867,Manual MBES Boulder,300148.202,5992020.646,18.03,0.979,0.879,0.165
1868,Manual MBES Boulder,300145.02,5991969.647,18.05,1.279,0.744,0.119
1869,Manual MBES Boulder,301738.589,5993035.396,22.09,1.58,0.69,0.147
1870,Manual MBES Boulder,300400.842,5992835.027,19.33,1.54,0.731,0.117
1871,Manual MBES Boulder,299232.748,5992637.934,17.13,1.195,0.818,0.186
1872,Manual MBES Boulder,301908.295,5993070.622,21.08,1.759,0.979,0.223
1873,Manual MBES Boulder,301799.658,5993029.692,21.84,1.366,1.314,0.154
1874,Manual MBES Boulder,301214.589,5992960.009,21.62,1.004,1.004,0.168
1875,Manual MBES Boulder,299858.975,5994183.546,18.62,1.744,0.778,0.193
1876,Manual MBES Boulder,300056.319,5992667.758,18.51,1.022,0.768,0.155
1877,Manual MBES Boulder,299944.9,5993302.225,18.42,1.191,0.775,0.104
1878,Manual MBES Boulder,300201.297,5991751.809,17.6,1.709,0.914,0.132
1879,Manual MBES Boulder,301949.519,5993056.732,20.94,1.555,1.261,0.184
1880,Manual MBES Boulder,299967.034,5993156.62,18.71,1.35,0.866,0.167
1881,Manual MBES Boulder,298926.919,5992606.746,15.86,1.001,0.903,0.157
1882,Manual MBES Boulder,300444.49,5989855.173,17.91,1.405,1.275,0.228
1883,Manual MBES Boulder,299632.568,5995773.438,20.14,1.302,1.234,0.183
1884,Manual MBES Boulder,300082.81,5992496.712,18.35,1.408,1.035,0.129
1885,Manual MBES Boulder,301821.795,5993057.523,21.94,1.304,1.11,0.307
1886,Manual MBES Boulder,300556.307,5992842.853,19.43,1.6,1.267,0.191
1887,Manual MBES Boulder,299873.452,5994028.675,18.85,1.405,1.044,0.195
1888,Manual MBES Boulder,299269.229,5992661.902,17.13,1.333,1.185,0.229
1889,Manual MBES Boulder,300066.798,5992535.502,18.45,1.186,0.88,0.238
1890,Manual MBES Boulder,298907.534,5992635.045,15.82,1.058,1.14,0.361
1891,Manual MBES Boulder,300133.226,5991944.961,17.87,1.281,0.839,0.29
1892,Manual MBES Boulder,300076.754,5992804.771,18.39,1.234,0.891,0.263
1893,Manual MBES Boulder,299858.1,5994191.464,18.74,1.132,1.029,0.127
1894,Manual MBES Boulder,300299.069,5990953.609,18.14,0.905,0.551,0.118
1895,Manual MBES Boulder,299862.155,5994104.428,18.78,1.389,0.93,0.129
1896,Manual MBES Boulder,300136.614,5991972.527,18.08,1.102,0.647,0.156
1897,Manual MBES Boulder,299668.947,5995362.298,19.4,1.602,0.922,0.182
1898,Manual MBES Boulder,300445.447,5989816.272,17.98,1.228,0.933,0.212
1899,Manual MBES Boulder,300034.419,5992929.106,19.07,0.976,0.902,0.167
1900,Manual MBES Boulder,300300.231,5990894.212,18.02,1.189,0.748,0.226
1901,Manual MBES Boulder,298919.699,5992589.452,15.75,0.921,0.738,0.209
1902,Manual MBES Boulder,299730.971,5995135.443,19.21,1.256,0.852,0.105
1903,Manual MBES Boulder,299162.855,5992629.686,16.82,1.258,0.912,0.203
1904,Manual MBES Boulder,299260.421,5992670.698,17.18,1.233,0.981,0.167
1905,Manual MBES Boulder,300268.594,5991049.72,17.15,1.836,0.886,0.199
1906,Manual MBES Boulder,299888.068,5994060.449,18.92,1.294,0.97,0.134
1907,Manual MBES Boulder,298509.454,5992576.712,14.86,0.998,0.807,0.137
1908,Manual MBES Boulder,300256.672,5992825.0,19.05,2.167,0.684,0.137
1909,Manual MBES Boulder,300089.063,5992450.841,18.34,1.185,0.681,0.113
1910,Manual MBES Boulder,299867.392,5994299.93,18.75,1.239,0.957,0.136
1911,Manual MBES Boulder,298951.887,5992594.432,15.88,1.115,0.855,0.123
1912,Manual MBES Boulder,299339.641,5992674.367,17.47,1.505,0.825,0.166
1913,Manual MBES Boulder,303332.306,5993189.628,24.99,1.906,0.804,0.134
1914,Manual MBES Boulder,298809.585,5992630.013,15.81,1.491,0.906,0.136
1915,Manual MBES Boulder,299960.267,5993306.911,18.33,1.064,0.78,0.161
1916,Manual MBES Boulder,299520.665,5992689.354,17.82,0.987,0.865,0.235
1917,Manual MBES Boulder,299790.033,5992733.308,18.16,1.386,1.174,0.137
1918,Manual MBES Boulder,299821.691,5994210.238,18.75,1.263,0.727,0.14
1919,Manual MBES Boulder,299998.93,5992935.953,19.09,1.271,1.066,0.126
1920,Manual MBES Boulder,299971.84,5993224.579,18.61,1.307,0.881,0.224
1921,Manual MBES Boulder,300367.758,5990227.456,18.56,1.23,0.95,0.143
1922,Manual MBES Boulder,300086.47,5992463.068,18.23,0.857,0.816,0.191
1923,Manual MBES Boulder,300099.8,5992811.818,18.78,0.854,0.762,0.155
1924,Manual MBES Boulder,300078.354,5992652.997,18.61,1.124,0.997,0.168
1925,Manual MBES Boulder,300855.63,5992898.963,21.18,1.486,0.883,0.181
1926,Manual MBES Boulder,301999.669,5993068.819,20.41,1.177,0.929,0.212
1927,Manual MBES Boulder,300186.703,5991503.248,18.1,1.429,1.215,0.213
1928,Manual MBES Boulder,299929.619,5992776.749,19.01,1.566,0.724,0.149
1929,Manual MBES Boulder,298964.512,5992625.894,15.97,1.321,0.64,0.125
1930,Manual MBES Boulder,302312.003,5993126.435,22.27,1.534,1.052,0.24
1931,Manual MBES Boulder,300387.802,5992860.137,19.27,1.203,0.818,0.297
1932,Manual MBES Boulder,301922.984,5993061.16,21.11,1.45,0.917,0.17
1933,Manual MBES Boulder,299692.716,5995324.895,19.49,0.983,0.753,0.155
1934,Manual MBES Boulder,299668.962,5995323.999,19.43,1.5,0.854,0.163
1935,Manual MBES Boulder,300205.925,5991402.323,18.36,0.901,1.14,0.146
1936,Manual MBES Boulder,300250.782,5991190.667,18.2,1.17,0.813,0.117
1937,Manual MBES Boulder,302428.282,5993126.62,22.82,1.236,1.173,0.16
1938,Manual MBES Boulder,300009.341,5992890.3,19.12,1.278,1.039,0.194
1939,Manual MBES Boulder,299720.489,5995347.487,19.74,1.362,0.866,0.161
1940,Manual MBES Boulder,300347.763,5990731.225,18.19,1.31,0.993,0.143
1941,Manual MBES Boulder,300474.43,5989444.37,18.09,1.248,0.864,0.206
1942,Manual MBES Boulder,300215.096,5991417.747,18.41,1.155,0.963,0.206
1943,Manual MBES Boulder,300029.0,5992874.627,19.04,1.255,0.922,0.263
1944,Manual MBES Boulder,299584.495,5992715.467,18.0,1.281,1.061,0.177
1945,Manual MBES Boulder,299863.84,5994196.768,18.7,1.06,0.639,0.114
1946,Manual MBES Boulder,300283.627,5991171.577,18.25,1.303,1.119,0.196
1947,Manual MBES Boulder,297346.039,5992424.829,8.81,1.308,1.371,0.151
1948,Manual MBES Boulder,300277.199,5992826.627,18.97,1.281,1.074,0.215
1949,Manual MBES Boulder,300083.245,5992592.065,18.62,1.13,0.901,0.167
1950,Manual MBES Boulder,300410.013,5992809.768,19.46,0.969,0.656,0.137
1951,Manual MBES Boulder,300399.498,5990123.846,18.61,1.224,1.119,0.191
1952,Manual MBES Boulder,299081.712,5992636.154,16.35,1.18,0.854,0.177
1953,Manual MBES Boulder,299797.162,5994634.532,18.4,1.389,1.167,0.182
1954,Manual MBES Boulder,299670.448,5995662.531,20.06,1.19,1.123,0.155
1955,Manual MBES Boulder,300415.483,5990237.559,18.62,1.287,1.098,0.123
1956,Manual MBES Boulder,300413.456,5990239.034,18.62,0.921,0.521,0.099
1957,Manual MBES Boulder,300338.228,5990807.828,17.98,1.215,0.61,0.114
1958,Manual MBES Boulder,300275.596,5990846.633,18.03,1.434,0.833,0.213
1959,Manual MBES Boulder,298580.237,5992570.072,14.99,1.2,0.907,0.224
1960,Manual MBES Boulder,301861.705,5993057.942,21.85,1.138,1.153,0.146
1961,Manual MBES Boulder,300448.158,5990014.887,18.46,1.648,0.799,0.135
1962,Manual MBES Boulder,300164.226,5991797.02,17.21,1.529,1.139,0.324
1963,Manual MBES Boulder,299834.941,5994284.668,18.69,1.418,0.981,0.194
1964,Manual MBES Boulder,298403.193,5992563.867,14.26,1.322,1.115,0.38
1965,Manual MBES Boulder,300882.599,5992893.56,21.14,1.316,1.059,0.229
1966,Manual MBES Boulder,300073.414,5992643.003,18.34,1.115,1.024,0.341
1967,Manual MBES Boulder,299983.933,5993257.706,18.69,1.215,0.899,0.212
1968,Manual MBES Boulder,300134.506,5992791.408,18.81,1.118,1.463,0.242
1969,Manual MBES Boulder,300191.936,5991697.358,18.0,1.352,1.403,0.418
1970,Manual MBES Boulder,299837.095,5994220.912,18.37,1.264,0.966,0.389
1971,Manual MBES Boulder,300563.966,5992832.239,19.37,1.437,0.672,0.186
1972,Manual MBES Boulder,302249.742,5993123.303,22.41,0.927,1.14,0.143
1973,Manual MBES Boulder,299796.504,5994493.059,18.6,0.808,0.784,0.137
1974,Manual MBES Boulder,299890.028,5993917.413,19.03,1.252,0.894,0.125
1975,Manual MBES Boulder,300171.199,5991896.833,16.64,1.007,0.83,0.126
1976,Manual MBES Boulder,299858.482,5994271.535,18.73,1.555,0.671,0.124
1977,Manual MBES Boulder,299698.048,5995473.161,19.94,0.968,0.9,0.156
1978,Manual MBES Boulder,299702.209,5995318.483,19.52,0.885,0.597,0.099
1979,Manual MBES Boulder,299702.509,5995319.647,19.57,1.047,0.555,0.144
1980,Manual MBES Boulder,299887.232,5993895.355,18.91,1.226,0.788,0.175
1981,Manual MBES Boulder,300149.261,5991879.568,17.24,0.845,0.478,0.105
1982,Manual MBES Boulder,299467.015,5992699.423,17.93,0.984,0.604,0.129
1983,Manual MBES Boulder,301957.544,5993070.846,20.42,1.765,0.807,0.135
1984,Manual MBES Boulder,299875.702,5993967.103,18.94,1.138,0.493,0.102
1985,Manual MBES Boulder,300203.377,5991595.001,18.05,1.134,1.351,0.205
1986,Manual MBES Boulder,299655.085,5995623.227,20.03,2.202,0.832,0.115
1987,Manual MBES Boulder,300900.031,5992910.312,21.1,1.322,0.828,0.195
1988,Manual MBES Boulder,300013.5,5992988.759,19.01,1.177,0.88,0.11
1989,Manual MBES Boulder,300486.546,5992857.97,19.17,1.142,0.671,0.141
1990,Manual MBES Boulder,300037.063,5993008.815,19.18,1.281,0.801,0.167
1991,Manual MBES Boulder,300009.694,5992975.713,19.08,0.999,0.604,0.112
1992,Manual MBES Boulder,300476.252,5989476.998,18.07,1.596,0.72,0.183
1993,Manual MBES Boulder,299818.369,5992772.807,18.32,1.305,0.983,0.105
1994,Manual MBES Boulder,299680.449,5995483.444,19.84,1.067,0.748,0.152
1995,Manual MBES Boulder,300770.184,5992896.899,21.07,1.319,0.781,0.108
1996,Manual MBES Boulder,299933.913,5993532.513,18.62,0.903,0.453,0.172
1997,Manual MBES Boulder,303261.199,5993194.02,24.25,1.272,0.94,0.273
1998,Manual MBES Boulder,299863.05,5994007.883,18.9,1.21,0.97,0.141
1999,Manual MBES Boulder,300009.262,5992805.698,18.64,0.971,0.857,0.138
2000,Manual MBES Boulder,300008.546,5992804.482,18.8,1.096,0.758,0.187
2001,Manual MBES Boulder,299812.552,5994378.856,18.61,1.166,0.852,0.118
2002,Manual MBES Boulder,300124.109,5992152.672,18.02,1.936,0.733,0.124
2003,Manual MBES Boulder,299428.844,5992712.286,17.85,1.016,0.537,0.086
2004,Manual MBES Boulder,299428.784,5992713.397,17.86,0.864,0.699,0.128
2005,Manual MBES Boulder,299068.544,5992654.926,16.37,1.247,0.826,0.151
2006,Manual MBES Boulder,300057.421,5992553.94,18.58,1.347,0.925,0.197
2007,Manual MBES Boulder,299806.979,5992757.19,18.18,1.159,0.743,0.127
2008,Manual MBES Boulder,299702.374,5995331.662,19.59,0.976,0.806,0.137
2009,Manual MBES Boulder,299794.5,5994432.595,18.66,1.068,0.526,0.109
2010,Manual MBES Boulder,299795.32,5994431.697,18.64,0.706,0.527,0.065
2011,Manual MBES Boulder,299794.579,5994429.077,18.61,1.067,0.666,0.121
2012,Manual MBES Boulder,300178.087,5991861.001,16.82,1.269,0.785,0.155
2013,Manual MBES Boulder,299293.074,5992681.588,17.39,1.825,0.704,0.137
2014,Manual MBES Boulder,299636.825,5995745.945,20.23,1.941,0.767,0.16
2015,Manual MBES Boulder,301988.543,5993084.535,19.91,0.852,0.669,0.158
2016,Manual MBES Boulder,300117.794,5992120.611,18.09,0.991,1.028,0.153
2017,Manual MBES Boulder,300164.449,5992076.656,18.18,1.241,0.853,0.118
2018,Manual MBES Boulder,299719.996,5995207.71,19.44,1.26,0.793,0.149
2019,Manual MBES Boulder,302295.957,5993135.264,22.39,1.239,1.14,0.123
2020,Manual MBES Boulder,300348.078,5992820.075,18.99,1.603,0.724,0.172
2021,Manual MBES Boulder,302562.591,5993144.049,23.55,0.87,0.762,0.158
2022,Manual MBES Boulder,299638.925,5995709.856,20.06,1.062,1.065,0.155
2023,Manual MBES Boulder,299942.24,5993439.565,17.99,1.184,1.033,0.164
2024,Manual MBES Boulder,301956.662,5993056.586,20.84,1.503,1.137,0.252
2025,Manual MBES Boulder,299717.01,5995181.781,19.29,1.186,0.91,0.132
2026,Manual MBES Boulder,301934.997,5993051.634,21.18,1.202,1.051,0.162
2027,Manual MBES Boulder,300124.811,5992310.751,17.83,1.052,0.994,0.146
2028,Manual MBES Boulder,301346.613,5992969.069,22.31,1.345,0.776,0.107
2029,Manual MBES Boulder,299943.023,5993396.465,18.08,1.367,1.006,0.164
2030,Manual MBES Boulder,299921.843,5993559.057,18.91,1.11,0.758,0.162
2031,Manual MBES Boulder,299696.345,5995327.019,19.54,1.553,1.133,0.135
2032,Manual MBES Boulder,298663.263,5992589.591,15.28,0.981,0.946,0.201
2033,Manual MBES Boulder,300283.084,5992803.002,18.91,1.372,0.847,0.176
2034,Manual MBES Boulder,299859.964,5994262.485,18.63,1.095,1.072,0.181
2035,Manual MBES Boulder,300151.626,5992186.633,18.12,1.47,1.291,0.15
2036,Manual MBES Boulder,300082.953,5992431.637,18.13,1.165,0.875,0.152
2037,Manual MBES Boulder,300070.406,5992623.454,18.55,1.54,0.952,0.133
2038,Manual MBES Boulder,299196.851,5992662.192,16.92,1.222,0.952,0.27
2039,Manual MBES Boulder,301977.569,5993073.276,20.09,0.928,0.675,0.165
2040,Manual MBES Boulder,299678.341,5995431.937,19.74,1.303,1.082,0.172
2041,Manual MBES Boulder,300120.569,5992210.864,18.13,0.986,0.806,0.133
2042,Manual MBES Boulder,300406.713,5990051.079,18.15,1.169,1.019,0.213
2043,Manual MBES Boulder,300142.931,5992102.913,17.95,1.219,0.712,0.3
