,0,1,2,3,4,5,6
2570,Manual MBES Boulder,299112.682,5992648.649,16.58,1.386,0.666,0.109
2571,Manual MBES Boulder,299321.163,5992656.654,17.42,0.75,0.968,0.129
2572,Manual MBES Boulder,299319.582,5992657.887,17.51,0.925,0.736,0.125
2573,Manual MBES Boulder,300287.601,5990820.752,17.91,1.092,0.89,0.25
2574,Manual MBES Boulder,300301.098,5990863.164,18.16,1.346,0.705,0.13
2575,Manual MBES Boulder,300034.946,5992926.5,19.11,1.211,0.973,0.149
2576,Manual MBES Boulder,299865.453,5993976.872,18.82,1.096,0.635,0.155
2577,Manual MBES Boulder,299978.03,5993237.81,18.82,0.848,0.636,0.143
2578,Manual MBES Boulder,299786.984,5992733.105,18.16,1.338,0.612,0.1
2579,Manual MBES Boulder,300127.728,5992216.901,17.86,1.251,0.865,0.149
2580,Manual MBES Boulder,299265.636,5992677.503,17.19,1.115,0.913,0.179
2581,Manual MBES Boulder,300325.452,5990640.162,18.1,1.145,1.046,0.19
2582,Manual MBES Boulder,299706.906,5995082.324,19.02,1.386,0.747,0.125
2583,Manual MBES Boulder,299684.56,5995444.2,19.68,1.081,0.921,0.177
2584,Manual MBES Boulder,300329.028,5990672.716,18.2,1.14,0.961,0.103
2585,Manual MBES Boulder,299744.871,5994952.331,18.9,1.151,0.795,0.137
2586,Manual MBES Boulder,300064.102,5992609.568,18.74,0.988,0.784,0.117
2587,Manual MBES Boulder,299022.679,5992652.788,16.06,1.193,0.821,0.158
2588,Manual MBES Boulder,299989.847,5993338.383,18.54,1.191,0.686,0.131
2589,Manual MBES Boulder,300107.525,5992259.259,17.59,1.016,0.979,0.156
2590,Manual MBES Boulder,299762.82,5992747.01,18.02,1.05,0.633,0.113
2591,Manual MBES Boulder,302758.098,5993123.232,23.32,1.133,0.831,0.147
2592,Manual MBES Boulder,302757.83,5993121.415,23.38,0.838,0.586,0.131
2593,Manual MBES Boulder,299043.076,5992633.539,16.25,1.189,0.814,0.194
2594,Manual MBES Boulder,300430.136,5990139.409,18.79,1.135,0.648,0.09
2595,Manual MBES Boulder,299819.331,5994477.289,18.57,0.842,0.614,0.137
2596,Manual MBES Boulder,299030.694,5992649.202,16.07,1.447,0.789,0.214
2597,Manual MBES Boulder,300325.818,5990712.446,18.2,1.056,0.935,0.15
2598,Manual MBES Boulder,299727.349,5995200.951,19.45,1.425,0.742,0.182
2599,Manual MBES Boulder,299813.143,5994680.077,18.51,1.038,0.872,0.129
2600,Manual MBES Boulder,299209.957,5992664.288,17.0,1.016,0.867,0.154
2601,Manual MBES Boulder,300254.501,5991183.024,18.19,1.172,1.078,0.174
2602,Manual MBES Boulder,303221.681,5993163.461,25.0,1.205,0.816,0.165
2603,Manual MBES Boulder,299966.707,5993360.499,18.2,1.248,1.015,0.178
2604,Manual MBES Boulder,299969.299,5993498.557,18.66,1.117,1.111,0.152
2605,Manual MBES Boulder,299191.71,5992639.229,17.01,1.1,0.817,0.099
2606,Manual MBES Boulder,300136.411,5992109.111,17.84,1.515,1.027,0.316
2607,Manual MBES Boulder,300381.83,5990071.973,18.18,1.246,1.026,0.116
2608,Manual MBES Boulder,301483.486,5992972.885,22.72,1.186,0.795,0.154
2609,Manual MBES Boulder,300244.898,5991189.219,18.18,1.032,0.838,0.141
2610,Manual MBES Boulder,300441.589,5992833.267,19.46,0.896,0.847,0.172
2611,Manual MBES Boulder,302703.742,5993160.243,23.52,1.113,1.008,0.253
2612,Manual MBES Boulder,299728.761,5994980.27,18.94,1.077,1.017,0.176
2613,Manual MBES Boulder,300031.741,5992786.228,18.39,1.269,0.839,0.163
2614,Manual MBES Boulder,300281.697,5991221.145,18.51,1.116,0.681,0.176
2615,Manual MBES Boulder,302851.025,5993167.216,24.28,0.837,1.001,0.244
2616,Manual MBES Boulder,302849.704,5993166.174,24.23,0.676,0.785,0.194
2617,Manual MBES Boulder,301810.968,5993066.971,21.78,0.919,0.739,0.181
2618,Manual MBES Boulder,299681.223,5995471.667,19.74,1.27,0.834,0.109
2619,Manual MBES Boulder,299968.647,5993437.25,18.44,1.11,1.062,0.194
2620,Manual MBES Boulder,299188.709,5992662.316,16.87,1.091,0.967,0.114
2621,Manual MBES Boulder,301857.805,5993058.523,22.01,1.542,1.077,0.283
2622,Manual MBES Boulder,300445.658,5992826.266,19.41,0.787,0.564,0.133
2623,Manual MBES Boulder,301992.65,5993080.709,19.97,1.494,1.306,0.402
2624,Manual MBES Boulder,301996.276,5993081.165,20.28,1.832,1.088,0.28
2625,Manual MBES Boulder,299685.224,5995516.15,19.87,0.881,0.656,0.112
2626,Manual MBES Boulder,300835.633,5992925.182,21.28,1.153,0.762,0.135
2627,Manual MBES Boulder,299696.938,5995287.253,19.42,1.135,0.889,0.106
2628,Manual MBES Boulder,299974.185,5993382.148,18.33,1.409,0.817,0.118
2629,Manual MBES Boulder,299910.479,5993671.385,19.27,1.009,0.814,0.23
2630,Manual MBES Boulder,300242.942,5991154.051,17.64,0.847,0.58,0.115
2631,Manual MBES Boulder,300098.428,5992428.533,18.41,0.841,0.509,0.141
2632,Manual MBES Boulder,299874.958,5993908.575,18.91,1.085,0.637,0.115
2633,Manual MBES Boulder,300382.22,5990441.833,18.62,1.12,0.833,0.111
2634,Manual MBES Boulder,300315.965,5990759.718,18.2,0.873,0.662,0.152
2635,Manual MBES Boulder,300276.217,5990910.197,18.15,1.384,1.015,0.205
2636,Manual MBES Boulder,299897.498,5993988.077,19.04,1.219,0.79,0.118
2637,Manual MBES Boulder,300227.738,5991451.452,18.57,1.036,0.645,0.098
2638,Manual MBES Boulder,303371.509,5993183.588,25.33,1.421,0.653,0.128
2639,Manual MBES Boulder,299137.719,5992642.594,16.59,0.988,0.73,0.218
2640,Manual MBES Boulder,299736.486,5995057.368,19.06,0.999,0.714,0.108
2641,Manual MBES Boulder,300584.067,5992875.866,19.91,0.662,0.806,0.158
2642,Manual MBES Boulder,299770.693,5994654.398,18.35,1.052,0.951,0.165
2643,Manual MBES Boulder,300752.037,5992887.235,20.99,1.106,0.956,0.128
2644,Manual MBES Boulder,300023.609,5992931.787,19.05,1.446,0.649,0.126
2645,Manual MBES Boulder,300817.565,5992899.944,21.12,1.285,1.08,0.14
2646,Manual MBES Boulder,300307.586,5990768.556,18.07,1.812,0.724,0.134
2647,Manual MBES Boulder,300206.777,5991481.681,18.38,1.008,0.892,0.134
2648,Manual MBES Boulder,299855.382,5994006.075,18.9,1.016,0.862,0.121
2649,Manual MBES Boulder,300095.774,5992517.988,18.45,1.106,0.995,0.114
2650,Manual MBES Boulder,300095.454,5992523.153,18.29,1.595,1.28,0.412
2651,Manual MBES Boulder,300081.763,5992326.105,18.36,0.899,0.776,0.135
2652,Manual MBES Boulder,300042.301,5992990.222,19.19,1.02,0.722,0.096
2653,Manual MBES Boulder,300912.515,5992907.019,21.03,1.012,0.849,0.123
2654,Manual MBES Boulder,302397.895,5993146.115,22.52,0.83,0.688,0.137
2655,Manual MBES Boulder,299927.475,5993628.391,19.48,1.087,0.831,0.157
2656,Manual MBES Boulder,302101.7,5993105.621,20.98,1.28,0.669,0.118
2657,Manual MBES Boulder,300305.132,5990775.844,18.0,1.117,0.822,0.164
2658,Manual MBES Boulder,298527.487,5992563.677,14.87,1.094,0.858,0.139
2659,Manual MBES Boulder,300411.655,5992845.544,19.23,0.896,0.884,0.177
2660,Manual MBES Boulder,302229.977,5993082.205,22.31,1.279,0.804,0.094
2661,Manual MBES Boulder,300023.5,5992760.54,19.11,1.194,0.969,0.126
2662,Manual MBES Boulder,300028.385,5992759.005,18.8,1.12,1.013,0.244
2663,Manual MBES Boulder,303096.088,5993170.298,25.6,0.977,1.011,0.12
2664,Manual MBES Boulder,299466.743,5992694.411,17.84,1.208,0.86,0.133
2665,Manual MBES Boulder,300184.753,5991702.773,17.88,1.268,1.024,0.146
2666,Manual MBES Boulder,300166.392,5991998.675,18.0,1.066,0.838,0.155
2667,Manual MBES Boulder,299748.964,5994842.829,18.61,1.112,0.789,0.176
2668,Manual MBES Boulder,300003.4,5992965.721,19.11,1.008,0.776,0.145
2669,Manual MBES Boulder,300289.348,5990781.986,18.14,1.485,0.644,0.147
2670,Manual MBES Boulder,299861.175,5994172.495,18.75,1.42,0.736,0.162
2671,Manual MBES Boulder,299794.259,5992726.381,18.19,1.864,0.618,0.147
2672,Manual MBES Boulder,299790.057,5992728.631,18.08,1.245,0.875,0.166
2673,Manual MBES Boulder,300313.792,5990890.068,18.0,1.011,0.741,0.154
2674,Manual MBES Boulder,299842.782,5994372.985,18.61,1.025,1.01,0.131
2675,Manual MBES Boulder,300062.677,5992643.273,18.62,0.761,0.781,0.13
2676,Manual MBES Boulder,300245.444,5992835.519,19.04,1.072,0.851,0.145
2677,Manual MBES Boulder,300372.232,5990357.003,18.64,1.068,0.637,0.145
2678,Manual MBES Boulder,299681.173,5995568.151,19.95,1.064,0.725,0.141
2679,Manual MBES Boulder,300143.463,5992047.863,18.2,0.997,0.785,0.199
2680,Manual MBES Boulder,299854.734,5994237.257,18.63,1.054,1.003,0.126
2681,Manual MBES Boulder,300116.436,5992284.683,17.87,1.086,0.754,0.12
2682,Manual MBES Boulder,299113.258,5992653.523,16.57,0.826,0.729,0.117
2683,Manual MBES Boulder,302357.476,5993115.071,22.36,1.264,1.1,0.143
2684,Manual MBES Boulder,302916.929,5993172.942,24.77,1.228,0.829,0.151
2685,Manual MBES Boulder,299948.767,5993415.956,18.07,1.145,0.922,0.128
2686,Manual MBES Boulder,300088.764,5992362.652,18.46,1.028,0.812,0.133
2687,Manual MBES Boulder,300439.362,5992823.324,19.36,1.252,0.932,0.151
2688,Manual MBES Boulder,300873.742,5992905.782,21.1,1.194,0.906,0.155
2689,Manual MBES Boulder,300876.916,5992905.685,21.34,1.887,1.396,0.289
2690,Manual MBES Boulder,300878.581,5992907.656,21.08,1.126,1.206,0.206
2691,Manual MBES Boulder,300878.397,5992909.272,21.13,1.226,1.02,0.152
2692,Manual MBES Boulder,300298.003,5992821.779,18.71,0.96,0.74,0.136
2693,Manual MBES Boulder,300260.525,5991237.27,18.53,1.23,0.812,0.165
2694,Manual MBES Boulder,299267.221,5992669.82,17.14,1.019,0.935,0.18
2695,Manual MBES Boulder,299662.48,5995754.834,20.23,1.092,1.017,0.177
2696,Manual MBES Boulder,299876.74,5993917.581,18.91,1.199,1.056,0.159
2697,Manual MBES Boulder,300254.257,5991401.104,18.55,1.316,0.926,0.12
2698,Manual MBES Boulder,300487.01,5989530.463,18.02,1.526,0.896,0.161
2699,Manual MBES Boulder,299998.483,5993217.564,18.8,1.189,1.113,0.113
2700,Manual MBES Boulder,300437.786,5989860.224,17.89,1.153,1.026,0.174
2701,Manual MBES Boulder,300047.496,5992598.273,18.61,1.12,1.096,0.147
2702,Manual MBES Boulder,299354.207,5992661.137,17.55,0.952,0.896,0.098
2703,Manual MBES Boulder,300476.384,5989642.26,17.84,1.033,1.071,0.301
2704,Manual MBES Boulder,299872.978,5993906.688,18.98,1.064,0.966,0.145
2705,Manual MBES Boulder,303329.898,5993175.676,24.91,0.918,0.676,0.313
2706,Manual MBES Boulder,301662.649,5993008.42,22.27,1.173,0.783,0.179
2707,Manual MBES Boulder,299857.829,5994266.627,18.58,1.133,0.84,0.137
2708,Manual MBES Boulder,300056.04,5992765.553,18.3,1.09,0.746,0.176
2709,Manual MBES Boulder,302811.476,5993172.772,24.01,1.406,0.991,0.147
2710,Manual MBES Boulder,300429.554,5992815.511,19.39,1.052,1.062,0.118
2711,Manual MBES Boulder,299944.381,5993316.752,18.4,1.215,0.847,0.102
2712,Manual MBES Boulder,300494.075,5989337.85,18.01,0.978,0.818,0.225
2713,Manual MBES Boulder,300314.558,5990668.415,18.18,1.128,0.794,0.154
2714,Manual MBES Boulder,302396.365,5993103.535,22.24,1.093,0.759,0.169
2715,Manual MBES Boulder,299192.508,5992633.592,17.1,1.556,1.05,0.186
2716,Manual MBES Boulder,299739.397,5995219.886,19.54,1.234,0.842,0.123
2717,Manual MBES Boulder,298986.739,5992621.878,16.07,1.577,0.765,0.177
2718,Manual MBES Boulder,300611.016,5992878.669,20.16,1.204,0.824,0.172
2719,Manual MBES Boulder,299305.813,5992666.367,17.42,1.084,0.729,0.115
2720,Manual MBES Boulder,300186.365,5991580.933,18.09,1.116,0.958,0.2
2721,Manual MBES Boulder,302389.858,5993125.438,22.31,1.154,0.779,0.167
2722,Manual MBES Boulder,300897.044,5992884.747,21.21,1.11,0.975,0.183
2723,Manual MBES Boulder,300060.435,5992688.747,18.55,1.164,0.972,0.15
2724,Manual MBES Boulder,300264.124,5991005.278,17.86,0.931,0.775,0.164
2725,Manual MBES Boulder,299688.043,5995469.15,19.85,1.465,1.034,0.155
2726,Manual MBES Boulder,299443.088,5992711.843,17.82,1.234,0.872,0.147
2727,Manual MBES Boulder,301102.422,5992943.097,21.85,1.391,0.821,0.161
2728,Manual MBES Boulder,302724.698,5993148.556,23.27,1.135,0.868,0.123
2729,Manual MBES Boulder,299948.667,5993542.7,18.8,1.165,0.92,0.116
2730,Manual MBES Boulder,299462.675,5992670.694,18.01,1.337,0.883,0.116
2731,Manual MBES Boulder,299722.258,5995031.412,19.12,1.126,0.995,0.189
2732,Manual MBES Boulder,303246.923,5993198.27,24.36,1.285,0.916,0.168
2733,Manual MBES Boulder,299284.896,5992685.636,17.15,1.201,0.786,0.235
2734,Manual MBES Boulder,300080.394,5992484.812,18.36,1.254,0.691,0.168
2735,Manual MBES Boulder,301178.399,5992931.62,22.06,1.088,0.964,0.201
2736,Manual MBES Boulder,299890.032,5993969.549,18.96,1.033,0.958,0.195
2737,Manual MBES Boulder,300359.03,5990372.756,18.69,1.09,1.069,0.249
2738,Manual MBES Boulder,299875.833,5993972.633,18.92,1.23,0.884,0.215
2739,Manual MBES Boulder,298778.317,5992625.524,15.81,1.055,0.883,0.16
2740,Manual MBES Boulder,299743.137,5992746.876,17.63,1.077,0.952,0.151
2741,Manual MBES Boulder,300252.161,5991387.676,18.55,1.305,1.035,0.158
2742,Manual MBES Boulder,300296.194,5990899.305,18.15,1.124,0.843,0.145
2743,Manual MBES Boulder,299945.012,5993306.723,18.41,1.198,0.978,0.137
2744,Manual MBES Boulder,300296.041,5990939.546,17.96,1.091,1.012,0.199
2745,Manual MBES Boulder,301017.02,5992900.985,21.32,1.297,0.711,0.139
2746,Manual MBES Boulder,301307.293,5992984.419,22.08,1.321,1.082,0.227
2747,Manual MBES Boulder,299253.324,5992648.888,17.31,1.015,0.926,0.209
2748,Manual MBES Boulder,300490.931,5989382.804,17.85,1.282,1.135,0.202
2749,Manual MBES Boulder,300476.223,5989479.495,17.93,0.956,1.005,0.307
2750,Manual MBES Boulder,299748.781,5994945.361,18.98,1.002,0.854,0.174
2751,Manual MBES Boulder,299471.743,5992728.846,17.65,1.33,0.928,0.372
2752,Manual MBES Boulder,299781.001,5994717.719,18.36,1.188,1.069,0.205
2753,Manual MBES Boulder,300155.431,5991920.928,17.07,0.568,0.792,0.106
2754,Manual MBES Boulder,299369.751,5992674.504,17.57,1.404,0.847,0.108
2755,Manual MBES Boulder,300124.303,5992109.302,18.01,0.863,0.825,0.084
2756,Manual MBES Boulder,300675.786,5992878.214,20.52,1.888,1.0,0.115
2757,Manual MBES Boulder,299390.772,5992711.879,17.57,0.569,0.856,0.118
2758,Manual MBES Boulder,300088.849,5992273.237,18.01,0.652,0.61,0.09
2759,Manual MBES Boulder,300908.32,5992914.287,21.07,1.035,0.949,0.095
2760,Manual MBES Boulder,302261.355,5993109.022,22.25,0.823,0.747,0.096
2761,Manual MBES Boulder,299248.502,5992677.071,17.14,0.801,0.567,0.099
2762,Manual MBES Boulder,300018.826,5992927.239,19.16,0.944,0.318,0.123
2763,Manual MBES Boulder,300267.031,5991042.392,17.17,0.66,0.604,0.112
2764,Manual MBES Boulder,300332.507,5990655.784,18.09,0.883,0.75,0.127
2765,Manual MBES Boulder,299900.344,5994000.545,19.05,1.055,0.79,0.119
2766,Manual MBES Boulder,299843.157,5994194.391,18.66,0.751,0.654,0.086
2767,Manual MBES Boulder,299844.03,5994193.64,18.67,1.006,0.606,0.108
2768,Manual MBES Boulder,299991.077,5993296.578,18.81,1.099,0.846,0.137
2769,Manual MBES Boulder,299974.972,5993414.146,18.34,1.005,0.798,0.11
2770,Manual MBES Boulder,303246.419,5993201.51,24.37,1.084,0.771,0.126
2771,Manual MBES Boulder,300088.643,5992372.468,18.43,1.053,0.675,0.124
2772,Manual MBES Boulder,300402.123,5992843.929,19.36,0.817,0.751,0.108
2773,Manual MBES Boulder,301932.027,5993051.095,21.2,0.602,0.682,0.113
2774,Manual MBES Boulder,300040.858,5992940.613,19.09,1.086,0.733,0.135
2775,Manual MBES Boulder,300218.172,5991444.82,18.49,0.956,0.591,0.122
2776,Manual MBES Boulder,298648.896,5992584.121,15.17,0.848,0.482,0.102
2777,Manual MBES Boulder,299850.613,5994123.412,18.68,0.986,0.766,0.116
2778,Manual MBES Boulder,299683.672,5995402.869,19.58,0.841,0.719,0.114
2779,Manual MBES Boulder,301770.213,5993019.238,22.17,1.175,0.583,0.157
2780,Manual MBES Boulder,300123.3,5992102.129,18.05,0.905,0.72,0.108
2781,Manual MBES Boulder,302295.301,5993121.017,22.26,1.4,0.783,0.162
2782,Manual MBES Boulder,299647.787,5992706.818,18.01,1.363,1.155,0.186
2783,Manual MBES Boulder,300081.108,5992311.337,18.2,1.158,0.742,0.113
2784,Manual MBES Boulder,298706.643,5992594.246,15.31,1.031,1.058,0.131
2785,Manual MBES Boulder,300293.617,5990863.517,18.08,1.053,0.732,0.115
2786,Manual MBES Boulder,300297.344,5990861.46,18.07,1.235,1.18,0.23
2787,Manual MBES Boulder,299892.889,5993863.452,18.97,0.854,0.766,0.144
2788,Manual MBES Boulder,300015.521,5992791.61,18.83,1.178,0.982,0.109
2789,Manual MBES Boulder,300248.105,5991262.041,18.36,1.007,0.646,0.189
2790,Manual MBES Boulder,300295.41,5990722.354,18.1,1.072,0.586,0.128
2791,Manual MBES Boulder,300155.563,5992061.705,18.21,1.367,0.838,0.121
2792,Manual MBES Boulder,300226.956,5991367.126,18.48,0.958,0.589,0.148
2793,Manual MBES Boulder,300199.267,5991783.682,17.44,1.162,0.83,0.127
2794,Manual MBES Boulder,300384.603,5990354.963,18.78,0.926,1.006,0.14
2795,Manual MBES Boulder,299710.397,5995195.836,19.3,0.856,0.923,0.121
2796,Manual MBES Boulder,299725.608,5995016.09,19.02,1.263,0.938,0.122
2797,Manual MBES Boulder,299892.118,5993925.807,18.98,1.129,0.746,0.107
2798,Manual MBES Boulder,300027.919,5993066.97,19.15,1.221,0.9,0.136
2799,Manual MBES Boulder,300263.628,5992826.359,18.99,1.197,0.884,0.13
2800,Manual MBES Boulder,299877.858,5992780.098,18.77,1.766,0.831,0.128
2801,Manual MBES Boulder,299368.244,5992684.788,17.54,1.449,0.979,0.115
2802,Manual MBES Boulder,300286.252,5990979.579,17.88,0.864,0.847,0.144
2803,Manual MBES Boulder,300120.381,5992011.276,18.25,0.986,0.91,0.123
2804,Manual MBES Boulder,300285.957,5990932.614,18.09,0.991,0.564,0.113
2805,Manual MBES Boulder,300291.726,5990935.515,18.07,1.012,0.791,0.098
2806,Manual MBES Boulder,300287.374,5990934.058,18.07,0.728,0.584,0.093
2807,Manual MBES Boulder,300287.578,5990934.814,18.04,0.928,0.696,0.112
2808,Manual MBES Boulder,300092.907,5992358.13,18.39,1.156,1.04,0.169
2809,Manual MBES Boulder,299650.818,5995642.28,20.0,1.369,1.139,0.116
2810,Manual MBES Boulder,300341.397,5990370.738,18.63,1.364,0.842,0.129
2811,Manual MBES Boulder,298647.15,5992581.756,15.18,1.077,0.861,0.159
2812,Manual MBES Boulder,299659.911,5995702.924,20.17,1.168,0.919,0.106
2813,Manual MBES Boulder,300035.047,5992828.399,18.63,0.737,0.774,0.11
2814,Manual MBES Boulder,300298.115,5990940.388,17.9,1.075,0.632,0.152
2815,Manual MBES Boulder,300118.579,5992083.406,18.06,0.914,0.846,0.135
2816,Manual MBES Boulder,303191.094,5993184.662,25.07,1.02,0.836,0.134
2817,Manual MBES Boulder,299826.318,5994264.836,18.72,1.149,1.135,0.109
2818,Manual MBES Boulder,300168.103,5991803.814,17.14,0.944,0.815,0.127
2819,Manual MBES Boulder,300163.667,5991802.919,17.14,0.93,0.766,0.136
2820,Manual MBES Boulder,300169.454,5991805.687,17.2,1.035,0.726,0.089
2821,Manual MBES Boulder,300265.941,5990966.805,17.97,1.115,1.153,0.189
2822,Manual MBES Boulder,300285.979,5992840.141,18.76,1.181,1.171,0.138
2823,Manual MBES Boulder,300121.967,5992199.142,18.18,1.154,0.782,0.283
2824,Manual MBES Boulder,300054.948,5992694.689,18.48,1.004,0.836,0.123
2825,Manual MBES Boulder,299975.5,5992791.532,19.06,1.163,0.959,0.139
2826,Manual MBES Boulder,300046.011,5992740.331,18.23,0.992,0.91,0.197
2827,Manual MBES Boulder,299810.377,5992729.384,18.21,1.078,0.807,0.135
2828,Manual MBES Boulder,300969.574,5992888.437,21.54,1.083,1.152,0.131
2829,Manual MBES Boulder,300093.78,5992225.031,17.96,2.033,1.434,0.7
2830,Manual MBES Boulder,300095.297,5992229.905,18.12,1.138,0.928,0.154
2831,Manual MBES Boulder,299717.752,5995256.612,19.43,1.246,1.148,0.101
2832,Manual MBES Boulder,300269.382,5990891.094,18.15,1.183,0.895,0.113
2833,Manual MBES Boulder,300268.992,5990892.53,18.14,0.858,0.898,0.105
2834,Manual MBES Boulder,300274.7,5990895.367,18.18,1.216,0.9,0.104
2835,Manual MBES Boulder,299719.593,5995193.948,19.3,1.09,0.822,0.138
2836,Manual MBES Boulder,299608.896,5992734.211,17.83,1.159,0.895,0.143
2837,Manual MBES Boulder,299769.843,5994680.695,18.29,1.304,0.47,0.138
2838,Manual MBES Boulder,300010.939,5992891.864,19.16,1.145,1.014,0.155
2839,Manual MBES Boulder,300159.075,5991893.385,16.71,1.012,0.999,0.217
2840,Manual MBES Boulder,299339.495,5992660.834,17.53,1.244,0.611,0.068
2841,Manual MBES Boulder,299336.346,5992660.751,17.52,1.045,0.705,0.07
2842,Manual MBES Boulder,298811.129,5992623.628,15.84,0.916,1.05,0.16
2843,Manual MBES Boulder,299640.419,5995669.51,20.03,1.081,0.803,0.205
2844,Manual MBES Boulder,300153.231,5992047.775,18.11,1.052,1.096,0.137
2845,Manual MBES Boulder,300149.869,5992049.63,18.16,0.774,0.696,0.135
2846,Manual MBES Boulder,300159.221,5992048.339,18.18,0.984,0.951,0.17
2847,Manual MBES Boulder,300746.815,5992889.293,20.82,1.126,0.829,0.118
2848,Manual MBES Boulder,302722.46,5993162.893,23.28,1.297,1.039,0.122
2849,Manual MBES Boulder,300016.001,5992954.845,19.03,1.159,1.014,0.179
2850,Manual MBES Boulder,299927.627,5992752.537,18.99,1.062,1.094,0.182
2851,Manual MBES Boulder,300272.468,5991035.736,16.98,1.173,1.36,0.182
2852,Manual MBES Boulder,299727.801,5995153.313,19.14,1.026,0.712,0.205
2853,Manual MBES Boulder,300010.832,5992775.967,18.69,1.026,0.902,0.164
2854,Manual MBES Boulder,300264.637,5991132.831,17.69,1.215,0.959,0.149
2855,Manual MBES Boulder,302120.617,5993095.617,21.0,1.291,1.092,0.165
2856,Manual MBES Boulder,300353.687,5990700.899,18.19,1.143,1.116,0.129
2857,Manual MBES Boulder,302305.509,5993089.729,22.22,1.039,0.947,0.139
2858,Manual MBES Boulder,299851.293,5994167.134,18.55,0.948,0.875,0.202
2859,Manual MBES Boulder,299860.795,5994310.877,18.67,0.948,1.14,0.157
2860,Manual MBES Boulder,299144.87,5992637.968,16.76,1.033,0.718,0.114
2861,Manual MBES Boulder,299148.053,5992640.711,16.75,0.979,0.967,0.116
2862,Manual MBES Boulder,300076.695,5992452.677,18.23,0.772,1.755,0.147
2863,Manual MBES Boulder,299910.73,5993627.109,19.67,1.329,0.986,0.285
2864,Manual MBES Boulder,300223.657,5991613.871,17.88,0.984,1.011,0.138
2865,Manual MBES Boulder,299808.942,5994408.236,18.49,1.087,1.137,0.184
2866,Manual MBES Boulder,299937.096,5993543.448,18.65,1.167,0.827,0.167
2867,Manual MBES Boulder,300209.804,5991422.456,18.35,1.21,0.851,0.193
2868,Manual MBES Boulder,299905.241,5993939.369,19.03,1.24,1.029,0.146
2869,Manual MBES Boulder,302395.37,5993142.04,22.52,1.412,1.037,0.178
2870,Manual MBES Boulder,297474.053,5992398.754,9.63,0.909,0.854,0.169
2871,Manual MBES Boulder,298924.617,5992618.73,15.73,0.996,1.054,0.256
2872,Manual MBES Boulder,298913.799,5992638.843,15.89,0.833,0.966,0.217
2873,Manual MBES Boulder,299809.514,5994476.423,18.45,1.152,1.007,0.196
2874,Manual MBES Boulder,300384.277,5990374.049,18.44,1.47,1.315,0.558
2875,Manual MBES Boulder,300383.29,5990370.647,18.68,1.076,1.168,0.225
2876,Manual MBES Boulder,299015.917,5992606.792,16.12,1.126,1.324,0.133
2877,Manual MBES Boulder,300275.105,5992823.539,18.97,1.269,1.104,0.151
2878,Manual MBES Boulder,300195.377,5991601.101,18.07,0.676,0.665,0.198
2879,Manual MBES Boulder,302665.704,5993157.193,23.45,1.124,0.789,0.124
2880,Manual MBES Boulder,300270.305,5992826.192,19.06,0.853,0.706,0.102
2881,Manual MBES Boulder,300327.042,5990623.115,18.17,1.36,0.823,0.122
2882,Manual MBES Boulder,300397.218,5990258.791,18.54,0.957,0.848,0.128
2883,Manual MBES Boulder,302364.149,5993129.145,22.37,0.877,0.665,0.139
2884,Manual MBES Boulder,299941.76,5993487.743,18.3,0.612,0.69,0.118
2885,Manual MBES Boulder,299622.288,5995840.77,20.19,0.998,0.722,0.115
2886,Manual MBES Boulder,299972.125,5993406.88,18.28,1.201,0.918,0.133
2887,Manual MBES Boulder,300377.055,5990287.541,18.49,1.224,0.882,0.16
2888,Manual MBES Boulder,298638.802,5992596.178,15.22,1.213,0.838,0.123
2889,Manual MBES Boulder,299888.894,5992739.871,18.77,1.052,0.671,0.089
2890,Manual MBES Boulder,302672.613,5993153.637,23.39,0.965,0.829,0.099
2891,Manual MBES Boulder,301854.444,5993038.148,21.79,1.057,1.079,0.105
2892,Manual MBES Boulder,299652.964,5995443.141,19.66,1.17,1.242,0.15
2893,Manual MBES Boulder,300167.241,5991992.193,17.95,0.939,0.665,0.088
2894,Manual MBES Boulder,299723.037,5995357.574,19.74,0.682,0.832,0.106
2895,Manual MBES Boulder,300255.071,5991000.434,18.05,0.915,0.77,0.1
2896,Manual MBES Boulder,302219.597,5993099.275,22.27,1.041,0.709,0.153
2897,Manual MBES Boulder,299722.772,5995086.635,19.07,0.911,0.774,0.121
2898,Manual MBES Boulder,299787.513,5994708.872,18.38,0.833,0.734,0.135
2899,Manual MBES Boulder,298856.335,5992638.727,15.93,1.056,0.912,0.113
2900,Manual MBES Boulder,303371.845,5993202.422,25.16,1.176,0.769,0.099
2901,Manual MBES Boulder,300411.617,5990130.4,18.74,0.945,0.883,0.144
2902,Manual MBES Boulder,300411.809,5990132.25,18.83,0.877,0.81,0.105
2903,Manual MBES Boulder,300407.592,5990128.476,18.67,0.904,1.063,0.182
2904,Manual MBES Boulder,302266.609,5993109.432,22.28,0.849,0.659,0.149
2905,Manual MBES Boulder,299411.841,5992704.936,17.61,1.049,0.782,0.175
2906,Manual MBES Boulder,300034.363,5992729.601,18.27,1.212,0.884,0.199
2907,Manual MBES Boulder,298948.302,5992639.312,15.86,0.832,0.745,0.106
2908,Manual MBES Boulder,301979.443,5993079.356,19.88,1.132,1.051,0.232
2909,Manual MBES Boulder,301720.058,5993024.723,21.97,1.078,0.661,0.217
2910,Manual MBES Boulder,299847.335,5994203.554,18.61,0.862,0.721,0.153
